0.41116	0.4207	0.32333	0.33879	0.28257	0.31432	0.34531	0.36574	0.37012	0.31136	0.32751	0.31165	0.38694	0.43735	0.43656	0.43576	0.34545	0.32822	0.42256	0.40926	0.38566	0.28676	0.16355	0.12623	0.12676	0.16565	0.20349	0.15303	0.13885	0.16911	0.16907	0.088506	0.14878	0.11804	0.10603	0.13605	0.18512	0.11784	0.17944	0.11888	0.13875	0.12366	0.052702	0.16205	0.14851	0.014423	0.12647	0.12567	0.12118	0.12684	0.05555	0.07288	0.032043	0.097678	0.0886	0.064561	0.068897	0.058031	0.062257	0.00038267	0	0.079645	0.052583	0
0.5226	0.39953	0.38322	0.3565	0.36682	0.31696	0.31754	0.38374	0.44171	0.39562	0.43271	0.36864	0.35481	0.35977	0.42222	0.36574	0.35404	0.35927	0.40356	0.35029	0.38718	0.37849	0.37091	0.28519	0.17036	0.18168	0.1135	0.2183	0.068992	0.16002	0.19053	0.11954	0.17315	0.074487	0.14076	0.085158	0.053087	0.075211	0.1397	0.16258	0.10698	0.13563	0.12868	0.14396	0.19567	0.14794	0.10018	0.078033	0.11839	0.14164	0.091349	0.1471	0.093026	0.071329	0.078793	0.13638	0.14984	0.049979	0.083575	0.032892	0	0.049637	0.11577	0.047975
0.46335	0.35885	0.31949	0.35497	0.34875	0.36312	0.37004	0.40038	0.44091	0.34483	0.3854	0.35384	0.29734	0.3053	0.41772	0.39707	0.43006	0.45114	0.37471	0.39251	0.41298	0.36254	0.37143	0.29892	0.31302	0.2789	0.16994	0.13727	0.16794	0.1194	0.13845	0.12727	0.12837	0.10115	0.16134	0.07614	0.20775	0.17343	0.1591	0.17176	0.22531	0.1394	0.069302	0.12088	0.097309	0.098223	0.091491	0.1081	0.076521	0.075323	0.091573	0.05629	0.11792	0.12325	0.10424	0.10961	0.031278	0.017051	0.092589	0.058847	0.10276	0.047449	0.020689	0
0.50422	0.3347	0.28743	0.35775	0.35415	0.25101	0.306	0.37684	0.31696	0.32792	0.36607	0.3613	0.41883	0.44602	0.38369	0.38468	0.34407	0.40357	0.3418	0.38778	0.38781	0.42298	0.41914	0.37847	0.38958	0.38733	0.24067	0.19355	0.11978	0.13566	0.11653	0.16022	0.089641	0.087399	0.257	0.16797	0.11189	0.086885	0.12708	0.18825	0.2272	0.13043	0.17432	0.17902	0.15208	0.16556	0.14024	0.13984	0.075422	0.098398	0.12541	0.038734	0.017054	0.042889	0.14508	0.12011	0.030553	0.085326	0.0051641	0.054657	0.016155	0.096559	0.033033	0.053608
0.44512	0.38564	0.40437	0.42554	0.36618	0.43287	0.36421	0.43247	0.323	0.34841	0.36234	0.36266	0.38351	0.34997	0.28006	0.3281	0.45253	0.34261	0.40445	0.41999	0.46997	0.36906	0.4263	0.34529	0.33863	0.31115	0.33443	0.33253	0.33203	0.25416	0.21681	0.22196	0.14623	0.14768	0.1556	0.052246	0.12663	0.1148	0.1443	0.16136	0.12959	0.23639	0.16269	0.2177	0.13425	0.17648	0.13196	0.089002	0.15156	0.10509	0.15719	0.13069	0.11218	0.1347	0.11446	0.043903	0.055877	0.069254	0	0.10424	0.076011	0.087675	0.017217	0.081643
0.35396	0.29425	0.3351	0.4546	0.40598	0.33765	0.33439	0.36525	0.39724	0.32928	0.26596	0.29216	0.42339	0.36056	0.36954	0.3804	0.36793	0.37672	0.39166	0.41308	0.34957	0.33264	0.37929	0.33683	0.40823	0.4454	0.43508	0.4274	0.44136	0.4686	0.3245	0.13257	0.16143	0.13416	0.10248	0.066662	0.16727	0.086392	0.14112	0.14621	0.18801	0.092499	0.12461	0.1183	0.12762	0.12943	0.11759	0.14956	0.15447	0.13028	0.12508	0.076612	0.071735	0.060779	0.048682	0.085081	0.068689	0.057174	0.050436	0.10231	0.090528	0.093097	0.083913	0.061415
0.58759	0.34113	0.36484	0.40077	0.33595	0.31389	0.32856	0.45541	0.34977	0.36827	0.36733	0.41013	0.40524	0.3684	0.41921	0.38273	0.34795	0.29418	0.40156	0.37632	0.35375	0.42035	0.33582	0.33694	0.38413	0.43126	0.31141	0.40918	0.39161	0.44102	0.42814	0.42712	0.321	0.27505	0.18513	0.11687	0.1815	0.13553	0.15838	0.12523	0.096533	0.097175	0.11317	0.17971	0.19369	0.11983	0.14927	0.21948	0.17132	0.074621	0.093481	0.099816	0.10314	0.059265	0.13038	0.16597	0.076244	0.11105	0.15838	0.064386	0	0.053748	0.076162	0.039118
0.46987	0.30139	0.36944	0.37299	0.38757	0.37744	0.3541	0.44901	0.41552	0.36569	0.41586	0.35468	0.34616	0.29175	0.35707	0.35308	0.4314	0.39533	0.4882	0.40101	0.45455	0.33391	0.3691	0.35306	0.3633	0.37329	0.30842	0.39241	0.44024	0.51473	0.40481	0.46035	0.45312	0.24193	0.1972	0.18951	0.11772	0.076307	0.16986	0.05674	0.063023	0.14487	0.1734	0.20442	0.13414	0.14904	0.19531	0.10367	0.15966	0.12679	0.15629	0.17235	0.060754	0.10751	0.054572	0.093175	0.11161	0.11572	0.12475	0.10236	0.12336	0.15799	0.079826	0.070106
0.40024	0.35622	0.3325	0.3906	0.35582	0.27884	0.37676	0.5153	0.3419	0.36841	0.40692	0.36588	0.35621	0.27713	0.38044	0.42859	0.39572	0.34366	0.33112	0.34357	0.39991	0.36758	0.35162	0.45431	0.42708	0.40271	0.39537	0.43771	0.39747	0.40417	0.37963	0.36812	0.41319	0.40499	0.33815	0.32711	0.21306	0.17896	0.19683	0.13534	0.15823	0.13318	0.14821	0.18181	0.11006	0.22382	0.1903	0.2239	0.1123	0.095034	0.15375	0.15789	0.11693	0.064195	0.11205	0.19501	0.14081	0.15983	0.12928	0.062399	0.159	0.13682	0.084143	0.018716
0.40808	0.36311	0.33571	0.48313	0.43492	0.37364	0.36499	0.41837	0.48384	0.40277	0.37187	0.43453	0.36145	0.37735	0.3465	0.36579	0.45248	0.41027	0.38919	0.36609	0.4193	0.43917	0.44254	0.45578	0.38223	0.32072	0.39076	0.42675	0.34677	0.39776	0.34446	0.40942	0.44029	0.44588	0.36464	0.28516	0.27978	0.25655	0.23089	0.19891	0.17279	0.13912	0.14152	0.1549	0.17302	0.13514	0.11895	0.0448	0.098075	0.15703	0.14446	0.075248	0.1631	0.084918	0.14882	0.14704	0.12921	0.090451	0.090042	0.12339	0.071396	0.037519	0.074481	0.14079
